Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
238250,236440,238850,236670,250,0.11%,2021/04/26,1400/02/06
237030,236040,238050,236920,400,0.17%,2021/04/25,1400/02/05
239120,236940,239950,237320,4020,1.72%,2021/04/24,1400/02/04
233300,233300,233300,233300,5340,2.29%,2021/04/22,1400/02/02
239280,237640,239350,238640,3200,1.34%,2021/04/21,1400/02/01
241970,240840,242150,241840,30,0.01%,2021/04/20,1400/01/31
238220,236540,242040,241810,1270,0.53%,2021/04/19,1400/01/30
245990,239740,246350,240540,5640,2.34%,2021/04/18,1400/01/29
246210,244740,246550,246180,6310,2.63%,2021/04/17,1400/01/28
239870,239870,239870,239870,10280,4.29%,2021/04/15,1400/01/26
248780,248740,250850,250150,1180,0.47%,2021/04/14,1400/01/25
249730,248440,249850,248970,1350,0.54%,2021/04/13,1400/01/24
249250,248140,250350,250320,370,0.15%,2021/04/12,1400/01/23
248550,248440,250850,249950,2460,0.99%,2021/04/11,1400/01/22
247830,247440,248850,247490,2830,1.16%,2021/04/10,1400/01/21
244660,244660,244660,244660,3330,1.36%,2021/04/08,1400/01/19
250020,247440,250050,247990,2620,1.06%,2021/04/07,1400/01/18
252480,250540,252550,250610,1840,0.73%,2021/04/06,1400/01/17
248660,248640,253550,252450,3210,1.29%,2021/04/05,1400/01/16
249010,247540,251050,249240,220,0.09%,2021/04/04,1400/01/15
246150,246140,250050,249460,8060,3.23%,2021/04/03,1400/01/14
257490,257440,257550,257520,440,0.17%,2021/03/31,1400/01/11
257910,256140,258050,257960,5630,2.23%,2021/03/30,1400/01/10
252330,252330,252330,252330,3910,1.55%,2021/03/28,1400/01/08
253280,253240,256850,256240,4753,1.89%,2021/03/27,1400/01/07
251409,247411,253498,251487,11857,4.95%,2021/03/24,1400/01/04
239630,239630,239630,239630,11710,4.89%,2021/03/18,1399/12/28
249960,249940,251550,251340,2350,0.94%,2021/03/17,1399/12/27
248040,247940,249550,248990,480,0.19%,2021/03/16,1399/12/26
246740,246740,249550,248510,1270,0.51%,2021/03/15,1399/12/25
246740,245140,247350,247240,700,0.28%,2021/03/14,1399/12/24
247520,246440,247550,246540,4120,1.7%,2021/03/13,1399/12/23
242420,242420,242420,242420,3410,1.41%,2021/03/10,1399/12/20
247450,245640,247850,245830,650,0.26%,2021/03/09,1399/12/19
247440,245140,247550,246480,580,0.24%,2021/03/08,1399/12/18
248840,246740,249850,247060,700,0.28%,2021/03/07,1399/12/17
247420,245840,248350,247760,1150,0.47%,2021/03/06,1399/12/16
246610,246610,246610,246610,3150,1.28%,2021/03/04,1399/12/14
252440,249640,252550,249760,3330,1.33%,2021/03/03,1399/12/13
252610,252440,253750,253090,420,0.17%,2021/03/02,1399/12/12
253510,251340,253550,252670,1580,0.63%,2021/03/01,1399/12/11
254490,253340,255150,254250,800,0.32%,2021/02/28,1399/12/10
254740,251640,254850,253450,5240,2.11%,2021/02/27,1399/12/09
248210,248210,248210,248210,5800,2.34%,2021/02/24,1399/12/06
251540,251140,254550,254010,2620,1.04%,2021/02/23,1399/12/05
247550,247140,252050,251390,6350,2.59%,2021/02/22,1399/12/04
247520,244840,249050,245040,2000,0.82%,2021/02/21,1399/12/03
251520,247040,251750,247040,4670,1.89%,2021/02/20,1399/12/02
251710,251710,251710,251710,7740,3.07%,2021/02/18,1399/11/30
257940,257940,260550,259450,1420,0.55%,2021/02/17,1399/11/29
259830,257940,261050,258030,3420,1.33%,2021/02/16,1399/11/28
254950,254940,262050,261450,6470,2.54%,2021/02/15,1399/11/27
257730,253440,258050,254980,2470,0.97%,2021/02/14,1399/11/26
261740,257440,262550,257450,10490,4.25%,2021/02/13,1399/11/25
246960,246960,246960,246960,5930,2.46%,2021/02/11,1399/11/23
241030,241030,241030,241030,10450,4.34%,2021/02/09,1399/11/21
249970,249140,252050,251480,1700,0.68%,2021/02/08,1399/11/20
247410,246540,249850,249780,5930,2.43%,2021/02/07,1399/11/19
243030,242040,243850,243850,6380,2.69%,2021/02/06,1399/11/18
237470,237470,237470,237470,1600,0.67%,2021/02/04,1399/11/16
240250,238340,240250,239070,420,0.18%,2021/02/03,1399/11/15
244830,238740,244850,239490,3990,1.67%,2021/02/02,1399/11/14
241980,241940,244550,243480,2630,1.09%,2021/02/01,1399/11/13
245040,240440,245050,240850,3590,1.49%,2021/01/31,1399/11/12
245610,243740,247050,244440,12330,5.31%,2021/01/30,1399/11/11
232110,232110,232110,232110,7540,3.25%,2021/01/28,1399/11/09
237550,236240,240050,239650,1620,0.68%,2021/01/27,1399/11/08
236540,236440,242750,238030,3720,1.59%,2021/01/26,1399/11/07
231830,228440,234350,234310,770,0.33%,2021/01/25,1399/11/06
235150,233040,236550,233540,1080,0.46%,2021/01/24,1399/11/05
232850,231140,238350,234620,8070,3.56%,2021/01/23,1399/11/04
226550,226550,226550,226550,1320,0.58%,2021/01/21,1399/11/02
235510,220440,238050,227870,1420,0.63%,2021/01/20,1399/11/01
219760,219740,233550,226450,6620,3.01%,2021/01/19,1399/10/30
213040,210740,223850,219830,9640,4.39%,2021/01/18,1399/10/29
229510,229440,229550,229470,10060,4.38%,2021/01/16,1399/10/27
239530,239530,239530,239530,990,0.42%,2021/01/14,1399/10/25
243450,237840,243450,238540,5890,2.47%,2021/01/13,1399/10/24
248650,244140,248750,244430,4750,1.94%,2021/01/12,1399/10/23
248780,248440,250050,249180,440,0.18%,2021/01/11,1399/10/22
249460,248140,251550,248740,30,0.01%,2021/01/10,1399/10/21
247070,246240,250550,248770,6740,2.71%,2021/01/09,1399/10/20
255510,255510,255510,255510,660,0.26%,2021/01/07,1399/10/18
256550,254240,256550,254850,3680,1.44%,2021/01/06,1399/10/17
260620,257540,260650,258530,2450,0.95%,2021/01/05,1399/10/16
259030,258440,261050,260980,2000,0.77%,2021/01/04,1399/10/15
257790,257240,259050,258980,1840,0.72%,2021/01/03,1399/10/14
255840,255440,257550,257140,846,0.33%,2021/01/02,1399/10/13
257301,254474,260826,256294,946,0.37%,2020/12/30,1399/10/10
257110,257040,257750,257350,200,0.08%,2020/12/29,1399/10/09
257550,256740,257850,257150,290,0.11%,2020/12/28,1399/10/08
257710,256840,258750,257440,300,0.12%,2020/12/27,1399/10/07
256180,256140,258550,257740,880,0.34%,2020/12/26,1399/10/06
258620,258620,258620,258620,500,0.19%,2020/12/24,1399/10/04
259510,259040,259750,259120,160,0.06%,2020/12/23,1399/10/03
256790,256740,260050,259280,2460,0.96%,2020/12/22,1399/10/02
256330,255740,256950,256820,780,0.3%,2020/12/21,1399/10/01
255450,254440,257750,256040,600,0.23%,2020/12/20,1399/09/30
254050,253940,255700,255440,2580,1.01%,2020/12/19,1399/09/29
258020,258020,258020,258020,2190,0.85%,2020/12/17,1399/09/27
257790,257740,260250,260210,2450,0.95%,2020/12/16,1399/09/26
259750,257740,261850,257760,2200,0.85%,2020/12/15,1399/09/25
256460,256440,262050,259960,1420,0.55%,2020/12/14,1399/09/24
259270,257440,259350,258540,220,0.09%,2020/12/13,1399/09/23
259310,257940,259750,258760,1890,0.73%,2020/12/12,1399/09/22
260650,260650,260650,260650,500,0.19%,2020/12/10,1399/09/20
262520,260940,262550,261150,1530,0.59%,2020/12/09,1399/09/19
259250,259240,264430,262680,3420,1.32%,2020/12/08,1399/09/18
258440,257940,259550,259260,1050,0.41%,2020/12/07,1399/09/17
258530,257340,259050,258210,430,0.17%,2020/12/06,1399/09/16
257180,256440,259050,258640,779,0.3%,2020/12/05,1399/09/15
259066,253271,263185,257861,3099,1.2%,2020/12/02,1399/09/12
262230,254440,262250,258460,4020,1.56%,2020/12/01,1399/09/11
255520,255440,265050,262480,7940,3.12%,2020/11/30,1399/09/10
251270,251240,255050,254540,3050,1.21%,2020/11/29,1399/09/09
247980,245740,252050,251490,3920,1.58%,2020/11/28,1399/09/08
247570,247570,247570,247570,610,0.25%,2020/11/26,1399/09/06
247780,245940,247850,246960,2510,1.02%,2020/11/25,1399/09/05
252950,249440,253050,249470,3560,1.43%,2020/11/24,1399/09/04
256820,249940,256850,253030,5990,2.37%,2020/11/23,1399/09/03
258250,256240,259550,259020,970,0.38%,2020/11/22,1399/09/02
258840,254140,259050,258050,1850,0.72%,2020/11/21,1399/09/01
256200,256200,256200,256200,3310,1.29%,2020/11/19,1399/08/29
258550,258440,260050,259510,970,0.37%,2020/11/18,1399/08/28
262460,258940,262550,260480,2290,0.88%,2020/11/17,1399/08/27
260010,258940,287550,262770,2720,1.05%,2020/11/16,1399/08/26
285510,259940,285550,260050,25500,9.81%,2020/11/15,1399/08/25
269980,252940,285550,285550,17030,6.34%,2020/11/14,1399/08/24
268520,268520,268520,268520,4490,1.67%,2020/11/12,1399/08/22
270050,269940,274000,273010,40,0.01%,2020/11/11,1399/08/21
274510,269940,276550,272970,3020,1.11%,2020/11/10,1399/08/20
280510,272950,280550,275990,8730,3.27%,2020/11/09,1399/08/19
252050,251940,277550,267260,15300,6.07%,2020/11/08,1399/08/18
248040,239940,255050,251960,7471,2.97%,2020/11/07,1399/08/17
267752,254761,272544,259431,10559,4.07%,2020/11/04,1399/08/14
282420,282420,282420,282420,7520,2.66%,2020/11/02,1399/08/12
277020,276940,290050,289940,12980,4.69%,2020/11/01,1399/08/11
269480,265000,285550,276960,540,0.19%,2020/10/31,1399/08/10
277500,277500,277500,277500,3460,1.25%,2020/10/29,1399/08/08
280990,280940,285550,280960,4480,1.59%,2020/10/28,1399/08/07
285540,277940,285550,285440,1540,0.54%,2020/10/27,1399/08/06
285460,285430,288740,286980,3020,1.05%,2020/10/26,1399/08/05
290000,290000,290000,290000,3750,1.29%,2020/10/24,1399/08/03
293750,293750,293750,293750,2690,0.92%,2020/10/22,1399/08/01
297940,292930,298540,296440,2420,0.82%,2020/10/21,1399/07/30
280960,271930,294540,294020,27040,10.13%,2020/10/20,1399/07/29
294040,266930,294540,266980,36560,13.69%,2020/10/19,1399/07/28
319220,302930,319240,303540,14986,4.94%,2020/10/18,1399/07/27
322214,314958,328046,318526,2804,0.88%,2020/10/14,1399/07/23
317740,315230,318040,317330,690,0.22%,2020/10/13,1399/07/22
314440,314430,318540,318020,3560,1.13%,2020/10/12,1399/07/21
308300,307730,315040,314460,5650,1.83%,2020/10/11,1399/07/20
310710,306930,317740,308810,16790,5.75%,2020/10/10,1399/07/19
292040,291960,292060,292020,4720,1.62%,2020/10/07,1399/07/16
295950,294230,298640,296740,780,0.26%,2020/10/06,1399/07/15
294140,294130,297640,295960,1750,0.59%,2020/10/05,1399/07/14
292550,291930,294840,294210,9180,3.22%,2020/10/04,1399/07/13
290020,277930,290040,285030,4010,1.41%,2020/10/03,1399/07/12
289040,289040,289040,289040,10690,3.7%,2020/10/01,1399/07/10
298610,297730,300040,299730,2000,0.67%,2020/09/30,1399/07/09
294060,293530,298040,297730,3490,1.19%,2020/09/29,1399/07/08
293600,289430,295040,294240,1060,0.36%,2020/09/28,1399/07/07
291260,291230,295540,295300,4060,1.39%,2020/09/27,1399/07/06
289410,288930,291540,291240,13270,4.77%,2020/09/26,1399/07/05
277970,277970,277970,277970,9470,3.41%,2020/09/24,1399/07/03
282450,282430,288440,287440,6510,2.32%,2020/09/23,1399/07/02
277660,277230,281340,280930,5960,2.17%,2020/09/22,1399/07/01
271770,271440,275940,274970,3110,1.14%,2020/09/21,1399/06/31
273960,271530,274640,271860,620,0.23%,2020/09/20,1399/06/30
268960,268930,273940,272480,4510,1.68%,2020/09/19,1399/06/29
267970,267970,267970,267970,880,0.33%,2020/09/17,1399/06/27
269250,267440,269650,268850,170,0.06%,2020/09/16,1399/06/26
272160,267440,273550,269020,100,0.04%,2020/09/15,1399/06/25
262510,261480,270020,268920,4400,1.66%,2020/09/14,1399/06/24
267990,260480,272020,264520,3900,1.47%,2020/09/13,1399/06/23
264410,257000,268820,268420,40420,17.73%,2020/09/12,1399/06/22
228000,228000,228000,228000,25710,11.28%,2020/09/10,1399/06/20
254720,246680,254720,253710,980,0.39%,2020/09/09,1399/06/19
251220,251180,254720,254690,3480,1.39%,2020/09/08,1399/06/18
246670,246670,256020,251210,4530,1.84%,2020/09/07,1399/06/17
246710,245300,246710,246680,-,-,2020/09/06,1399/06/16
248410,246170,248910,246680,22160,9.87%,2020/09/05,1399/06/15
224520,224520,224520,224520,18580,8.28%,2020/09/03,1399/06/13
242970,241570,243210,243100,1170,0.48%,2020/09/02,1399/06/12
245370,243870,246210,244270,670,0.28%,2020/09/01,1399/06/11
242180,229470,244010,243600,12580,5.45%,2020/08/31,1399/06/10
231020,231020,231020,231020,3180,1.38%,2020/08/27,1399/06/06
234680,233670,234910,234200,1100,0.47%,2020/08/26,1399/06/05
235000,232070,237010,235300,690,0.29%,2020/08/25,1399/06/04
231300,230670,234710,234610,3430,1.48%,2020/08/24,1399/06/03
229500,220170,231510,231180,1810,0.79%,2020/08/23,1399/06/02
230570,229270,231310,229370,4350,1.93%,2020/08/22,1399/06/01
225020,225020,225020,225020,5960,2.65%,2020/08/20,1399/05/30
230570,229970,232010,230980,3980,1.75%,2020/08/19,1399/05/29
229700,226370,230210,227000,370,0.16%,2020/08/18,1399/05/28
231180,226470,231810,227370,4600,2.02%,2020/08/17,1399/05/27
227010,226970,233510,231970,7460,3.32%,2020/08/16,1399/05/26
221780,219970,224710,224510,4010,1.82%,2020/08/15,1399/05/25
220500,220500,220500,220500,3970,1.8%,2020/08/13,1399/05/23
222480,222470,226210,224470,2000,0.9%,2020/08/12,1399/05/22
220980,210470,223510,222470,300,0.14%,2020/08/11,1399/05/21
224510,218470,227710,222170,1660,0.75%,2020/08/10,1399/05/20
209470,209470,222010,220510,9510,4.31%,2020/08/09,1399/05/19
230020,230020,230020,230020,6580,2.86%,2020/08/06,1399/05/16
234900,234870,237210,236600,1690,0.72%,2020/08/05,1399/05/15
232780,232770,235410,234910,2100,0.9%,2020/08/04,1399/05/14
232100,232070,233410,232810,100,0.04%,2020/08/03,1399/05/13
232210,231870,233610,232710,510,0.22%,2020/08/02,1399/05/12
229980,225270,232710,232200,24180,11.62%,2020/08/01,1399/05/11
208020,208020,208020,208020,27450,13.2%,2020/07/30,1399/05/09
234270,234270,235510,235470,1160,0.5%,2020/07/29,1399/05/08
234470,232770,235910,234310,190,0.08%,2020/07/28,1399/05/07
233480,231970,236210,234500,1000,0.43%,2020/07/27,1399/05/06
232980,229970,235010,233500,2530,1.1%,2020/07/26,1399/05/05
237470,225970,242010,230970,28060,13.83%,2020/07/25,1399/05/04
202910,202910,202910,202910,15470,7.62%,2020/07/23,1399/05/02
220580,216970,221010,218380,380,0.17%,2020/07/22,1399/05/01
219000,216970,223510,218000,1010,0.46%,2020/07/21,1399/04/31
213200,209970,219010,219010,9990,4.56%,2020/07/20,1399/04/30
247810,223970,247810,229000,16480,7.2%,2020/07/19,1399/04/29
259570,243770,260010,245480,14460,6.26%,2020/07/18,1399/04/28
231020,231020,231020,231020,10350,4.48%,2020/07/16,1399/04/26
238780,238770,241810,241370,2400,1%,2020/07/15,1399/04/25
236310,236270,239610,238970,2670,1.13%,2020/07/14,1399/04/24
233910,229970,238010,236300,2020,0.86%,2020/07/13,1399/04/23
230010,229670,234410,234280,7270,3.2%,2020/07/12,1399/04/22
227380,226370,228510,227010,1330,0.59%,2020/07/11,1399/04/21
224190,222620,229420,225680,980,0.44%,2020/07/08,1399/04/18
224810,223370,225710,224700,3720,1.68%,2020/07/07,1399/04/17
218000,216770,221310,220980,3170,1.46%,2020/07/06,1399/04/16
221480,213970,221710,217810,5200,2.39%,2020/07/05,1399/04/15
211970,211970,223510,223010,14610,7.01%,2020/07/04,1399/04/14
206560,203540,212750,208400,600,0.29%,2020/07/01,1399/04/11
202570,200570,205910,205770,470,0.23%,2020/06/30,1399/04/10
203480,202870,206010,205300,3100,1.53%,2020/06/29,1399/04/09
203470,200170,203510,202200,30,0.01%,2020/06/28,1399/04/08
205200,199470,206510,202170,13740,7.29%,2020/06/27,1399/04/07
188430,188430,188430,188430,3050,1.62%,2020/06/25,1399/04/05
192180,189570,192810,191480,3100,1.62%,2020/06/24,1399/04/04
201380,193570,203510,194580,6420,3.3%,2020/06/23,1399/04/03
202570,196970,205410,201000,3200,1.62%,2020/06/22,1399/04/02
195570,195270,200010,197800,3000,1.54%,2020/06/21,1399/04/01
192700,192470,198010,194800,11300,6.16%,2020/06/20,1399/03/31
183500,183500,183500,183500,2170,1.18%,2020/06/18,1399/03/29
185680,185670,185710,185670,40,0.02%,2020/06/16,1399/03/27
183580,182870,185910,185710,2800,1.53%,2020/06/15,1399/03/26
179510,179470,183210,182910,3430,1.91%,2020/06/14,1399/03/25
179510,179470,179510,179480,1980,1.12%,2020/06/13,1399/03/24
177500,177500,177500,177500,2300,1.3%,2020/06/11,1399/03/22
180100,179670,189910,179800,80,0.04%,2020/06/10,1399/03/21
177880,177870,180210,179880,1970,1.11%,2020/06/09,1399/03/20
176080,176070,178310,177910,1800,1.02%,2020/06/08,1399/03/19
176710,175670,176710,176110,700,0.4%,2020/06/07,1399/03/18
177210,176570,177510,176810,1070,0.61%,2020/06/06,1399/03/17
177080,177080,178220,177880,760,0.43%,2020/06/02,1399/03/13
176610,176380,177120,177120,100,0.06%,2020/06/01,1399/03/12
176020,175980,177220,177020,1010,0.57%,2020/05/31,1399/03/11
176520,175580,176620,176010,5400,3.17%,2020/05/30,1399/03/10
170610,170610,170610,170610,5100,2.99%,2020/05/28,1399/03/08
174610,174280,175720,175710,1930,1.11%,2020/05/27,1399/03/07
175010,173080,175020,173780,1700,0.98%,2020/05/26,1399/03/06
177290,175480,177320,175480,2430,1.4%,2020/05/23,1399/03/03
173050,173050,173050,173050,3960,2.29%,2020/05/21,1399/03/01
178420,176180,178420,177010,1900,1.07%,2020/05/20,1399/02/31
177720,177380,179120,178910,2000,1.13%,2020/05/19,1399/02/30
174520,174080,177520,176910,1130,0.64%,2020/05/18,1399/02/29
169080,169080,180210,175780,6670,3.94%,2020/05/17,1399/02/28
169090,169080,169120,169110,570,0.34%,2020/05/16,1399/02/27
168540,168540,168540,168540,70,0.04%,2020/05/14,1399/02/25
169480,168580,170020,168610,2470,1.46%,2020/05/13,1399/02/24
171820,170080,172320,171080,870,0.51%,2020/05/12,1399/02/23
169210,169180,171820,170210,1790,1.06%,2020/05/11,1399/02/22
164880,164880,168420,168420,3500,2.12%,2020/05/10,1399/02/21
164380,164380,165020,164920,7920,5.04%,2020/05/09,1399/02/20
157000,157000,157000,157000,5890,3.75%,2020/05/07,1399/02/18
161410,161380,162920,162890,1510,0.94%,2020/05/06,1399/02/17
161410,161380,161420,161380,40,0.02%,2020/05/05,1399/02/16
161420,161380,161420,161420,30,0.02%,2020/05/04,1399/02/15
160720,160680,161920,161390,600,0.37%,2020/05/03,1399/02/14
160480,159880,160820,160790,4790,3.07%,2020/05/02,1399/02/13
156000,156000,156000,156000,5420,3.47%,2020/04/30,1399/02/11
161780,161380,162120,161420,990,0.61%,2020/04/29,1399/02/10
161590,161480,162720,162410,1620,1.01%,2020/04/28,1399/02/09
161490,159980,161520,160790,720,0.45%,2020/04/27,1399/02/08
161510,161480,161520,161510,10,0.01%,2020/04/26,1399/02/07
161480,161480,161520,161520,6490,4.19%,2020/04/25,1399/02/06
155030,155030,155030,155030,7660,4.94%,2020/04/23,1399/02/04
163810,162680,163920,162690,390,0.24%,2020/04/22,1399/02/03
162710,161980,163120,163080,2190,1.36%,2020/04/21,1399/02/02
154380,154380,160920,160890,6470,4.19%,2020/04/20,1399/02/01
154410,154380,154420,154420,30,0.02%,2020/04/19,1399/01/31
154390,154380,154420,154390,610,0.4%,2020/04/18,1399/01/30
155000,155000,155000,155000,4690,3.03%,2020/04/16,1399/01/28
159680,159680,159720,159690,80,0.05%,2020/04/15,1399/01/27
159420,159180,159920,159610,670,0.42%,2020/04/14,1399/01/26
161110,159880,161120,160280,810,0.51%,2020/04/13,1399/01/25
161980,160780,162250,161090,1150,0.71%,2020/04/12,1399/01/24
162420,162050,162650,162240,1180,0.73%,2020/04/11,1399/01/23
159590,159550,161150,161060,1410,0.88%,2020/04/08,1399/01/20
161990,159450,162050,159650,1740,1.09%,2020/04/07,1399/01/19
163180,161250,163450,161390,1560,0.97%,2020/04/06,1399/01/18
164030,162950,164050,162950,1240,0.76%,2020/04/05,1399/01/17
164590,164150,164700,164190,15230,10.22%,2020/04/04,1399/01/16
148960,148960,148960,148960,51,0.03%,2020/04/02,1399/01/14
148992,147978,150143,149011,1,-,2020/03/29,1399/01/10
148982,146762,152094,149010,10,0.01%,2020/03/28,1399/01/09
149028,147867,151591,149000,8,0.01%,2020/03/27,1399/01/08
148987,146394,151837,148992,21,0.01%,2020/03/25,1399/01/06
148996,146587,151797,148971,49,0.03%,2020/03/24,1399/01/05
148982,147670,150301,149020,10,0.01%,2020/03/23,1399/01/04
149030,149030,149030,149030,10890,7.31%,2020/03/18,1398/12/28
160890,159890,161000,159920,770,0.48%,2020/03/17,1398/12/27
160790,159790,161200,160690,2320,1.46%,2020/03/16,1398/12/26
156490,156490,159600,158370,1800,1.15%,2020/03/15,1398/12/25
154510,154490,156900,156570,8060,5.43%,2020/03/14,1398/12/24
148510,148510,148510,148510,5390,3.63%,2020/03/12,1398/12/22
154080,152890,154100,153900,90,0.06%,2020/03/11,1398/12/21
154000,153590,154300,153990,100,0.06%,2020/03/10,1398/12/20
154290,153190,154600,153890,3930,2.62%,2020/03/09,1398/12/19
149960,149960,149960,149960,10,0.01%,2020/03/07,1398/12/17
149950,149950,149950,149950,2760,1.84%,2020/03/05,1398/12/15
152090,149390,153000,152710,1650,1.08%,2020/03/04,1398/12/14
155090,153590,155200,154360,1230,0.8%,2020/03/03,1398/12/13
153090,152490,154600,153130,3860,2.52%,2020/03/02,1398/12/12
156790,155790,157500,156990,1930,1.24%,2020/03/01,1398/12/11
150170,150090,155100,155060,1950,1.26%,2020/02/29,1398/12/10
157010,157010,157010,157010,80,0.05%,2020/02/27,1398/12/08
156320,156190,157600,157090,700,0.45%,2020/02/26,1398/12/07
